no,name,price,type,area,bedrooms,bathrooms,receptions,district,city,postcode
1800,"Castle Court, Putney Wharf",1195000,Penthouse,1260,3,3,3, Putney,London,SW15 2JJ
1801,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
1802,Montpelier Mews,3700000,House,2381,4,4,4,,London,SW7 1HB
1803,Bartholomew Road,550000,Flat / Apartment,474,1,1,1,Kentish Town,London,NW5 2AS
1804,Downshire Hill,4250000,House,2402,3,3,3,Hampstead,London,NW3 1NT
1805,Meadvale Road,1300000,House,1668,4,4,4,,London,W5 1LT
1806,Earl's Court Square,625000,Flat / Apartment,491,1,1,1,,London,SW5 9DN
1807,Stylus House,445000,Flat / Apartment,667,2,2,2,Devonport Street,London,E1 0EG
1808,Balham Hill,670000,Flat / Apartment,743,2,2,2,,London,SW12 9EA
1809,Fernside Road,1385000,House,1837,4,4,4,,London,SW12 8LL
1810,Englewood Road,1650000,House,2305,5,5,5,,London,SW12 9PA
1811,Hightrees House,625000,Flat / Apartment,768,2,2,2,Nightingale Lane,London,SW12 8AH
1812,St John Street,995000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4DT
1813,Dale Street,465000,Flat / Apartment,594,1,1,1,Chiswick,London,W4 2BZ
1814,Handel Mansions,1300000,Flat / Apartment,1299,2,2,2, Barnes,London,SW13 8AH
1815,Ormiston Grove,2000000,House,3165,5,5,5,,London,W12 0JR
1816,The Heights,1075000,Flat / Apartment,1138,2,2,2, Hampstead,London,NW3 6XS
1817,Henderson Road,5000000,House,4980,6,6,6,,London,SW18 3RR
1818,Victoria Rise,1750000,New development,2431,4,4,4,Hilgrove Road,London,NW6 4TH
1819,Bridge Lane,1850000,House,1679,3,3,3,,London,SW11 3AD
1820,Dunbar Wharf,900000,Flat / Apartment,1054,2,2,2, Limehouse,London,E14 8BB
1821,Peninsula Heights,4795000,Flat / Apartment,3943,5,5,5, Vauxhall,London,SE1 7TY
1822,Pissarro House,600000,Flat / Apartment,568,1,1,1,Augustas Lane,London,N1 1QT
1823,Old York Road,665000,Flat / Apartment,956,2,2,2,,London,SW18 1SS
1824,Brodrick Road,1650000,House,2335,3,3,3,Wandsworth,London,SW17 7DX
1825,Southmont Road,999950,House,2249,5,5,5,Esher,London,KT10 9BG
1826,Victoria Road,2250000,House,2030,6,6,6,,London,NW6 6TD
1827,Grosvenor Avenue,1245000,House,1773,4,4,4,,London,SW14 8BX
1828,Cadogan Terrace,435000,Flat / Apartment,510,1,1,1,Hackney,London,E9 5EL
1829,Pleydell Avenue,2000000,House,2315,5,5,5,,London,W6 0XX
1830,Churston Mansions,700000,Penthouse,623,2,2,2,176 Gray's Inn Road,London,WC1X 8ER
1831,Harland House,730000,New development,801,2,2,2,30-34 Woodfield Place,London,W9 2BJ
1832,Marchbank House,525000,Flat / Apartment,1239,2,2,2, Northwood,London,HA6 2SG
1833,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
1834,Manville Road,2895000,House,4503,7,7,7,,London,SW17 8JL
1835,Chesterfield House,2850000,Flat / Apartment,1275,3,3,3, Mayfair,London,W1J 5JX
1836,Cambridge Road,599950,Flat / Apartment,710,2,2,2,,London,SW11 4RR
1837,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
1838,Hugero Point,600000,Flat / Apartment,869,2,2,2, Greenwich,London,SE10 0GS
1839,Abbeville Road,2350000,House,3071,5,5,5,,London,SW4 9JL
1840,Cromford Road,899950,Flat / Apartment,1195,2,2,2,Putney,London,SW18 1PA
1841,Islington Green,670000,Flat / Apartment,662,1,1,1,,London,N1 2XA
1842,Buckingham Court,1175000,Flat / Apartment,776,2,2,2, Notting Hill,London,W11 3BP
1843,Bramfield Road,1550000,House,1953,4,4,4,,London,SW11 6PZ
1844,Honeywell Road,1995000,House,2116,5,5,5,,London,SW11 6EQ
1845,Cadogan Place,1950000,Flat / Apartment,809,2,2,2,,London,SW1X 9RU
1846,Dorset Court,725000,Duplex,940,3,3,3,Hertford Road,London,N1 4SD
1847,Priory Road,2250000,House,2293,4,4,4,South Hampstead,London,NW6 4NN
1848,Adelphi Court,400000,Flat / Apartment,708,2,2,2,Chiswick,London,W4 4QF
1849,Old Chesterton Building,875000,Flat / Apartment,1141,2,2,2,,London,SW11 4LZ
1850,Albert Bridge Road,1500000,Flat / Apartment,1186,3,3,3,,London,SW11 4PY
1851,Brodrick Road,2150000,House,2598,5,5,5, Wandsworth,London,SW17 7DX
1852,Stillingfleet Road,895000,House,1133,3,3,3,Barnes,London,SW13 9AG
1853,Bute Gardens,2175000,House,2243,4,4,4,,London,W6 7DS
1854,Manchuria Road,1750000,House,2012,5,5,5,,London,SW11 6AF
1855,Pembridge Crescent,8500000,Flat / Apartment,3493,4,4,4,,London,W11 3DS
1856,Cato Street,2500000,House,1888,3,3,3,Marylebone,London,W1H 5JH
1857,St. Alphonsus Road,925000,House,760,2,2,2,,London,SW4 7BW
1858,Sugar House,550000,Flat / Apartment,481,1,1,1,99 Leman Street,London,E1 8GH
1859,Boatman's Court,879950,New development,1048,2,2,2, Putney,London,SW15 1PP
1860,Airedale Avenue,2300000,House,2526,5,5,5,Chiswick,London,W4 2NN
1861,Millennium House,650000,Flat / Apartment,664,2,2,2, Putney,London,SW15 2DN
1862,Alacia Court,600000,New development,813,2,2,2,Palmerston Road,London,W3 8GJ
1863,Quebec Wharf,775000,Flat / Apartment,941,1,1,1,315 Kingsland Road,London,E8 4DJ
1864,Cumberland Terrace,7250000,Flat / Apartment,2248,4,4,4,Regent's Park,London,NW1 4HP
1865,Winsham Grove,950000,Flat / Apartment,1160,3,3,3,,London,SW11 6NE
1866,Alderbrook Road,1650000,House,2434,5,5,5,,London,SW12 8AF
1867,Ellington Street,1000000,Flat / Apartment,909,2,2,2,,London,N7 8PL
1868,Mayford Road,975000,Flat / Apartment,1281,2,2,2,,London,SW12 8RZ
1869,Compass House,675000,Flat / Apartment,1097,2,2,2,Smugglers Way,London,SW18 1DB
1870,Palace Place,3495000,Flat / Apartment,2176,3,3,3,,London,SW1E 5BJ
1871,Heathview Court,350000,Flat / Apartment,507,1,1,1,70 Parkside,London,SW19 5NL
1872,Hills Lane,880000,House,1573,3,3,3,Northwood,London,HA6 2QL
1873,Leinster Square,1250000,Flat / Apartment,763,1,1,1,Bayswater,London,W2 4NQ
1874,Wallace Road,800000,Flat / Apartment,1022,2,2,2,Canonbury,London,N1 2PQ
1875,Malvern Road,735000,Flat / Apartment,747,2,2,2,Hackney,London,E8 3LJ
1876,Redfield Lane,1995000,New development,1495,4,4,4,,London,SW5 0RQ
1877,Emmanuel Road,1350000,House,2355,5,5,5,,London,SW12 0HR
1878,Rossiter Road,995000,House,1255,4,4,4,,London,SW12 9RY
1879,Streathbourne Road,2000000,House,2680,6,6,6,,London,SW17 8RA
1880,Rydal Road,750000,Flat / Apartment,1019,2,2,2,,London,SW16 1QF
1881,Ontario Tower,1450000,Flat / Apartment,1849,2,2,2,4 Fairmont Avenue,London,E14 9JD
1882,South Quay  Plaza,1300000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH
1883,Hammersmith Grove,800000,Flat / Apartment,833,2,2,2,,London,W6 0NJ
1884,Rivermead,1100000,House,1822,4,4,4,East Molesey,London,KT8 9AZ
1885,Ashley Park Avenue,2795000,House,4704,4,4,4,Walton-on-Thames,London,KT12 1ET
1886,Grafton Square,2000000,House,2226,4,4,4,,London,SW4 0DB
1887,Cambridge Heath Road,360000,Flat / Apartment,411,1,1,1,Bethnal Green,London,E2 9RA
1888,Octavia House,950000,Flat / Apartment,970,2,2,2, Fulham,London,SW6 2FJ
1889,King Edward House,825000,Flat / Apartment,1819,3,3,3,King Edward Place,London,WD23 2RG
1890,Grosvenor Square,2950000,Flat / Apartment,840,2,2,2,Mayfair,London,W1K 6LD
1891,Hosack Road,1200000,House,1572,3,3,3,,London,SW17 7QP
1892,Fulham Road,15000000,New development,6333,4,4,4,,London,SW10 9UZ
1893,Worple Road,950000,Penthouse,1255,2,2,2,,London,SW19 4BJ
1894,Hereford Road,1495000,Flat / Apartment,939,2,2,2,,London,W2 4TQ
1895,Cumberland Street,2750000,House,2738,5,5,5,,London,SW1V 4LZ
1896,Manfred Court,615000,Flat / Apartment,694,2,2,2,Manfred Road,London,SW15 2RT
1897,St. Ann's Crescent,580000,Flat / Apartment,817,2,2,2,Wandsworth,London,SW18 2LR
1898,Selhurst Close,475000,Flat / Apartment,695,2,2,2,,London,SW19 6AZ
1899,Tooting Bec Gardens,525000,Flat / Apartment,1152,3,3,3,,London,SW16 1RB
1900,Skysail Building,325000,Flat / Apartment,500,1,1,1,210 Poplar High Street,London,E14 0BB
1901,Northways,995000,Flat / Apartment,1039,2,2,2,College Crescent,London,NW3 5DP
1902,Zulu Mews,995000,House,1275,2,2,2,Battersea,London,SW11 2BQ
1903,Pelham Road,1295000,House,1775,3,3,3,,London,SW19 1NP
1904,Barmouth Road,1150000,House,1758,4,4,4,Wandsworth,London,SW18 2DT
1905,Brocklebank Road,1100000,House,1432,4,4,4,Wandsworth,London,SW18 3AT
1906,Killarney Road,560000,Flat / Apartment,661,2,2,2,,London,SW18 2DU
1907,Townshend Court,475000,Flat / Apartment,471,1,1,1,Shannon Place,London,NW8 7DP
1908,Exchange Building,1100000,Penthouse,1052,2,2,2, Shoreditch,London,E1 6NQ
1909,Cadogan Square,7250000,Flat / Apartment,2258,3,3,3,,London,SW1X 0HU
1910,Kreisel Walk,1695000,House,1842,4,4,4,Richmond,London,TW9 3AL
1911,Crogsland Road,499999,Flat / Apartment,464,1,1,1,Chalk Farm,London,NW1 8AY
1912,Erskine Road,398000,Flat / Apartment,292,1,1,1,Primrose Hill,London,NW3 3AJ
1913,Turner Place,845000,House,776,2,2,2,,London,SW11 1EB
1914,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG
1915,Ockendon Road,1395000,Flat / Apartment,1359,3,3,3,,London,N1 3NW
1916,Regis Place,900000,Flat / Apartment,1013,2,2,2,10 Llanvanor Road,London,NW2 2AP
1917,Dartmouth Park Road,1850000,House,1623,3,3,3,,London,NW5 1SU
1918,Belsize Park Gardens,4500000,Flat / Apartment,2774,4,4,4,Belsize Park,London,NW3 4LD
1919,Arnison Road,1650000,House,2698,5,5,5,East Molesey,London,KT8 9JF
1920,Manor Drive,925000,House,1483,4,4,4,Esher,London,KT10 0AU
1921,Rosary Gardens,1495000,Flat / Apartment,868,2,2,2,,London,SW7 4NN
1922,Carlton Road,1245000,House,1489,4,4,4,,London,SW14 7RJ
1923,Bridewell Place,950000,Flat / Apartment,1087,3,3,3,,London,E1W 2PB
1924,Wexford Road,3300000,House,4415,6,6,6,,London,SW12 8NH
1925,Dance Square,800000,Flat / Apartment,814,2,2,2,Clerkenwell,London,EC1V 3AL
1926,Vitae,725000,Flat / Apartment,1023,2,2,2,,London,W6 0SZ
1927,Rockley Road,3000000,House,2853,5,5,5,,London,W14 0DA
1928,Brynmaer Road,2350000,House,2299,5,5,5,Battersea,London,SW11 4EN
1929,Kings Gate Walk,1860000,Flat / Apartment,1174,2,2,2,Victoria,London,SW1E 6AN
1930,Eccleston Square,850000,Flat / Apartment,601,2,2,2, Westminster,London,SW1V 1NS
1931,Horizon Building,650000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 4AW
1932,Fulham Park Gardens,775000,Flat / Apartment,780,3,3,3,,London,SW6 4JZ
1933,Arnison Road,2575000,House,3785,5,5,5,East Molesey,London,KT8 9JJ
1934,Oxberry Avenue,625000,Flat / Apartment,693,2,2,2,Fulham,London,SW6 5SP
1935,Barons Walk,885000,New development,1175,3,3,3,Kenninghall Road,London,E5 8DF
1936,Sefton Street,595000,New development,647,2,2,2,Putney,London,SW15 1NA
1937,Sefton Street,595000,New development,657,2,2,2,Putney,London,SW15 1NA
1938,Sefton Street,539950,New development,592,2,2,2,Putney,London,SW15 1NA
1939,Thornton Place,750000,Flat / Apartment,1420,2,2,2,Clapham Common North Side,London,SW4 0AB
1940,Willow Bridge Road,1750000,Flat / Apartment,1203,3,3,3, Islington,London,N1 2LA
1941,Seacon Tower,575000,Flat / Apartment,701,2,2,2,5 Hutchings Street,London,E14 8JX
1942,Blandfield Road,1300000,House,1272,4,4,4,,London,SW12 8BG
1943,Aumbrey Apartments,650000,Flat / Apartment,864,3,3,3,Eastway,London,E9 5HE
1944,St Georges Terrace,2750000,Flat / Apartment,1471,3,3,3,Primrose Hill,London,NW1 8XH
1945,Gloucester Avenue,2275000,Flat / Apartment,1540,3,3,3,Primrose Hill,London,NW1 8JD
1946,Grosvenor Waterside,1295000,Flat / Apartment,887,2,2,2,9 Gatliff Road,London,SW1W 8DQ
1947,Church Road,675000,Flat / Apartment,863,2,2,2,Richmond,London,TW10 6LW
1948,Woodwaye,1695000,House,5242,8,8,8,,London,WD19 4TS
1949,Beauchamp Road,760000,Flat / Apartment,764,2,2,2,,London,SW11 1PG
1950,Orlando Road,850000,Flat / Apartment,820,2,2,2,,London,SW4 0LF
1951,Wells Place,850000,House,1356,3,3,3,London,London,SW18 3BF
1952,Pudding Lane,3750000,House,5272,5,5,5,Chigwell,London,IG7 6BY
1953,Station Way,285000,Flat / Apartment,693,2,2,2,Buckhurst Hill,London,IG9 6LN
1954,Newnham House,470000,Flat / Apartment,885,2,2,2, Loughton,London,IG10 4JH
1955,Graham Road,1575000,House,1799,4,4,4,Hackney,London,E8 1BZ
1956,Gaumont Place,625000,New development,667,2,2,2,,London,SW2 4GD
1957,Rusthall Avenue,1900000,House,2199,4,4,4,Chiswick,London,W4 1BS
1958,Cleveland Road,2895000,House,3334,6,6,6,Barnes,London,SW13 0AA
1959,Sinclair Road,725000,Flat / Apartment,748,2,2,2,,London,W14 0NJ
1960,Television Centre,750000,Flat / Apartment,580,1,1,1,101 Wood Lane,London,W12 7FT
1961,Abercrombie Street,1100000,House,1324,3,3,3,,London,SW11 2JB
1962,Ransomes Dock,2350000,Flat / Apartment,2168,3,3,3, Battersea,London,SW11 4NP
1963,Romney House,2150000,Flat / Apartment,1959,3,3,3,47 Marsham Street,London,SW1P 3DR
1964,Worple Road,1300000,House,2346,5,5,5,Wimbledon,London,SW20 8RQ
1965,Steeple Court,795000,Flat / Apartment,1082,2,2,2, Wimbledon,London,SW19 7BP
1966,Cottenham Park Road,1350000,Flat / Apartment,1888,3,3,3,Wimbledon,London,SW20 0RZ
1967,Penshurst Road,510000,Flat / Apartment,721,2,2,2,,London,E9 7DT
1968,Landmark Court,550000,Flat / Apartment,469,2,2,2, Marylebone,London,NW1 6SL
1969,Eamont Court,635000,Flat / Apartment,619,2,2,2,Eamont Street,London,NW8 7DG
1970,Visage Apartments,670000,Flat / Apartment,669,1,1,1,Winchester Road,London,NW3 3NE
1971,Tannery House,675000,Flat / Apartment,774,1,1,1,,London,E1 5AG
1972,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
1973,First Street,3650000,House,1616,2,2,2,,London,SW3 2LD
1974,Grosvenor Road,2000000,House,1884,5,5,5,Richmond,London,TW10 6PE
1975,Amerland Road,1075000,House,1255,3,3,3,Putney,London,SW18 1PZ
1976,Chelverton Road,799950,Flat / Apartment,905,2,2,2,Putney,London,SW15 1RN
1977,Carlton Drive,3695000,House,4661,6,6,6,Putney,London,SW15 2DH
1978,Copse Wood Way,1750000,House,3026,5,5,5,Northwood,London,HA6 2UB
1979,Sisters Avenue,500000,Flat / Apartment,524,2,2,2,,London,SW11 5SQ
1980,Ashness Road,855000,Flat / Apartment,926,2,2,2,,London,SW11 6RY
1981,Shamrock Street,675000,Flat / Apartment,693,2,2,2,,London,SW4 6HE
1982,Turner Place,1295000,House,1324,4,4,4,,London,SW11 1EB
1983,Broxash Road,1450000,House,1920,5,5,5,,London,SW11 6AB
1984,Lillieshall Road,1675000,House,1558,3,3,3,,London,SW4 0LP
1985,Old York Road,450000,Flat / Apartment,458,1,1,1,,London,SW18 1SS
1986,Old York Road,600000,Flat / Apartment,818,2,2,2,,London,SW18 1SS
1987,Old York Road,525000,Flat / Apartment,565,1,1,1,,London,SW18 1SS
1988,Westside Court,850000,Flat / Apartment,791,2,2,2,Elgin Avenue,London,W9 2NP
1989,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
1990,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
1991,Mount Street,1750000,Flat / Apartment,1089,2,2,2,Mayfair,London,W1K 2RP
1992,Princes Drive,5950000,New development,11610,6,6,6,Oxshott,London,KT22 0UL
1993,Groom Place,1950000,House,1010,2,2,2,,London,SW1X 7BA
1994,Tedworth Square,1395000,Flat / Apartment,757,1,1,1,,London,SW3 4DY
1995,Aubrey Road,3200000,House,2282,3,3,3,,London,W8 7JJ
1996,Campden Hill Gardens,775000,Flat / Apartment,476,1,1,1,,London,W8 7AX
1997,Callcott Street,2300000,House,1433,3,3,3,,London,W8 7SU
1998,Hillborough Court,300000,Flat / Apartment,483,1,1,1,Livermere Road,London,E8 4LG
1999,St. Anns Gardens,1795000,House,1787,4,4,4,Kentish Town,London,NW5 4ER
2000,Creighton Avenue,1550000,House,1888,4,4,4,,London,N2 9BJ
2001,Roderick Road,875000,Flat / Apartment,985,2,2,2,,London,NW3 2NL
2002,Inglethorpe Street,2350000,House,2858,5,5,5, Fulham,London,SW6 6NX
2003,Rivermead Court,1950000,Flat / Apartment,1730,3,3,3,Ranelagh Gardens,London,SW6 3RT
2004,Pursers Cross Road,1400000,House,1102,3,3,3, Fulham,London,SW6 4QX
2005,Park View Road,2750000,House,3558,7,7,7,,London,W5 2JB
2006,Gunnersbury Avenue,500000,Flat / Apartment,770,2,2,2,Ealing,London,W5 3NJ
2007,Haven Place,1150000,House,2382,5,5,5, Esher,London,KT10 9AQ
2008,Imber Park Road,900000,House,1606,4,4,4,Esher,London,KT10 8JB
2009,Tolworth Road,500000,House,669,2,2,2,Surbiton,London,KT6 7TA
2010,Queens Drive,1150000,House,1961,4,4,4,Surbiton,London,KT5 8PP
2011,Flaxman House,870000,Flat / Apartment,635,1,1,1,1-3 Coleherne Road,London,SW10 9BS
2012,Bolton Gardens,1160000,Flat / Apartment,689,2,2,2,,London,SW5 0AQ
2013,Columbia Gardens,1350000,New development,1023,3,3,3,,London,SW6 1FU
2014,Wapping Lane,1075000,Flat / Apartment,1575,2,2,2,,London,E1W 2RR
2015,Clapham Common South Side,695000,Flat / Apartment,848,2,2,2,,London,SW4 9DX
2016,Holmside Road,1225000,House,1350,3,3,3,,London,SW12 8RJ
2017,Sarsfeld Road,2300000,House,2668,5,5,5,,London,SW12 8HL
2018,Broadway Lofts,550000,Flat / Apartment,848,2,2,2,10 Gatton Road,London,SW17 0EE
2019,City Tower,450000,Flat / Apartment,640,2,2,2, Canary Wharf,London,E14 9LU
2020,Hugero Point,399995,Flat / Apartment,569,1,1,1,2 Rennie Street,London,SE10 0GS
2021,Trinity Tower,650000,Flat / Apartment,1399,2,2,2, Canary Wharf;,London,E14 9JW
2022,Myddelton Square,950000,Flat / Apartment,963,2,2,2,Clerkenwell,London,EC1R 1YA
2023,Saffron Hill,885000,Flat / Apartment,747,2,2,2,Clerkenwell,London,EC1N 8QS
2024,St. Albans Avenue,1595000,House,1688,5,5,5,Chiswick,London,W4 5JR
2025,Eden Studios,675000,House,705,2,2,2,20-24 Beaumont Road,London,W4 5AP
2026,Mallord Street,11200000,House,4576,5,5,5,,London,SW3 6DU
2027,Westfields Avenue,2500000,House,3491,6,6,6,Barnes,London,SW13 0AT
2028,Television Centre,775000,New development,672,1,1,1,101 Wood Lane,London,W12 7FS
2029,Bentley House,995000,Flat / Apartment,1081,3,3,3,22 Bute Gardens,London,W6 7DR
2030,Drapers Court,570000,Flat / Apartment,640,1,1,1,59 Lurline Gardens,London,SW11 4DF
2031,Albany Mansions,950000,Flat / Apartment,935,2,2,2, Battersea,London,SW11 4PG
2032,Phillip House,550000,Flat / Apartment,569,2,2,2, Shoreditch,London,E1 5LW
2033,Thames Reach,1200000,Flat / Apartment,1101,2,2,2, Fulham,London,W6 9HS
2034,Hill Court,1900000,Flat / Apartment,1961,3,3,3, Wimbledon,London,SW19 7PD
2035,Trinity Road,600000,Flat / Apartment,721,2,2,2,Wandsworth,London,SW18 3SN
2036,Clifton Hill,5750000,House,3753,6,6,6,St John's Wood,London,NW8 0JT
2037,Julius Seal House,450000,Flat / Apartment,549,1,1,1,1A Belsham Street,London,E9 6FA
2038,Balcombe Street,2950000,House,2142,4,4,4,,London,NW1 6HE
2039,Hampstead Gate,1795000,House,2064,4,4,4,1A Frognal,London,NW3 6AL
2040,Hampton Court Road,2750000,House,5810,5,5,5,East Molesey,London,KT8 9BW
2041,Outwood Lane,875000,House,1756,4,4,4,Chipstead,London,CR5 3NB
2042,Elsynge Road,850000,Flat / Apartment,1030,3,3,3,,London,SW18 2HR
2043,St. James's Drive,850000,Flat / Apartment,930,2,2,2,,London,SW17 7RR
2044,Ridgmount Gardens,2195000,Flat / Apartment,1384,4,4,4,,London,WC1E 7AR
2045,Adriatic Apartments,899995,Penthouse,1310,2,2,2,20 Western Gateway,London,E16 1BU
2046,Fulham Road,700000,Flat / Apartment,560,2,2,2,,London,SW10 9EW
2047,Byfeld Gardens,2125000,House,2128,4,4,4,Barnes,London,SW13 9HP
2048,Broomwood Road,975000,Flat / Apartment,1033,3,3,3,,London,SW11 6JT
2049,Guilford Street,2000000,Flat / Apartment,1467,3,3,3,Bloomsbury,London,WC1N 1DF
2050,Warehouse W,450000,Flat / Apartment,677,1,1,1,3 Western Gateway,London,E16 1BD
2051,Biggs Square,375000,Flat / Apartment,502,1,1,1,Felstead Street,London,E9 5DT
2052,The Nautilus Building,650000,Flat / Apartment,562,1,1,1,3 Myddelton Passage,London,EC1R 1XW
2053,Chiswick Mall,2200000,House,2177,4,4,4,,London,W4 2QH
2054,Grove Farm Park,1200000,House,2194,6,6,6,Northwood,London,HA6 2BQ
2055,Ringford Road,1395000,House,1835,4,4,4,Putney,London,SW18 1RS
2056,Capital East Apartments,375000,Flat / Apartment,590,1,1,1, Newham,London,E16 1AS
2057,Sutherland Avenue,1200000,Flat / Apartment,956,1,1,1,,London,W9 1ES
2058,Melrose Gardens,2495000,House,2580,5,5,5,,London,W6 7RN
2059,Kingsfield Road,950000,House,2194,4,4,4,,London,WD19 4TR
2060,Pissarro House,650000,Flat / Apartment,662,1,1,1,Augustas Lane,London,N1 1QT
2061,Carlyle Court,1250000,Flat / Apartment,1159,2,2,2,Chelsea Harbour,London,SW10 0UQ
2062,Tudor Road,775000,Flat / Apartment,847,2,2,2,South Hackney,London,E9 7SN
2063,Old York Road,695000,Flat / Apartment,774,3,3,3,,London,SW18 1TF
2064,Garratt Lane,375000,Flat / Apartment,526,1,1,1,,London,SW18 4SW
2065,Sinclair Road,830000,Flat / Apartment,930,2,2,2,,London,W14 0NP
2066,Pelhams Walk,2350000,New development,4777,5,5,5,Esher,London,KT10 8QD
2067,Roy Road,1000000,House,2544,4,4,4,Northwood,London,HA6 1EH
2068,Albany Court,635000,Flat / Apartment,526,1,1,1, St. James's Park,London,SW1H 0AA
2069,New Road,1575000,House,2369,4,4,4,Esher,London,KT10 9NU
2070,Randolph Avenue,1275000,Flat / Apartment,976,3,3,3,,London,W9 1BG
2071,Discovery Dock Apartments East,699995,Flat / Apartment,919,2,2,2, Canary Wharf,London,E14 9RU
2072,Hampstead High Street,1100000,Flat / Apartment,1313,4,4,4,Hampstead,London,NW3 1QH
2073,Bezier Apartments,4500000,Penthouse,2922,3,3,3,91 City Road,London,EC1Y 1AH
2074,Hyde Park Square,2750000,Flat / Apartment,1295,3,3,3,Connaught Village,London,W2 2JY
2075,Meath Street,950000,Flat / Apartment,947,3,3,3,,London,SW11 4JA
2076,Kilburn Park Road,715000,Flat / Apartment,789,2,2,2,Queen's Park,London,NW6 5LD
2077,Leinster Gardens,3100000,Flat / Apartment,2047,3,3,3,,London,W2 3AN
